,user,drinks_type,order_time,menudf_index
2123,user117,Coffee,10,25
2124,user117,,22,8
2125,user117,Coffee,22,22
2126,user117,Water,17,8
2127,user117,,10,10
2128,user117,Juice,18,15
2129,user117,Coffee,21,24
2130,user297,Juice,14,22
2131,user297,Juice,10,8
2132,user297,Coffee,14,19
2133,user297,Coffee,18,14
2134,user297,Tea,17,17
2135,user297,Water,19,0
2136,user297,Juice,10,2
2137,user297,,13,14
2138,user297,Juice,21,6
2139,user297,Tea,9,7
2140,user463,Coffee,14,1
2141,user463,Tea,12,14
2142,user463,Water,21,7
2143,user463,Smoothie,15,1
2144,user463,Juice,22,16
2145,user463,Coffee,19,4
2146,user463,Juice,19,15
2147,user463,Smoothie,13,17
2148,user463,,19,25
2149,user463,Coffee,21,8
2150,user107,Juice,19,12
2151,user107,,18,6
2152,user107,Smoothie,9,19
2153,user107,Juice,11,5
2154,user107,Water,11,20
2155,user107,Smoothie,16,14
2156,user107,Juice,17,11
2157,user107,Coffee,22,9
2158,user107,Juice,19,22
2159,user107,,10,20
2160,user239,,20,10
2161,user239,Coffee,13,14
2162,user239,Water,19,21
2163,user239,Juice,14,19
2164,user239,Smoothie,10,23
2165,user239,,21,14
2166,user239,Tea,18,14
2167,user239,,22,18
2168,user239,Juice,15,18
2169,user239,Coffee,9,17
2170,user102,Smoothie,14,22
2171,user102,Tea,12,25
2172,user102,Water,19,23
2173,user102,Tea,16,1
2174,user102,Water,13,7
2175,user102,Tea,21,14
2176,user102,Water,19,11
2177,user102,Tea,18,5
2178,user102,,21,8
2179,user102,,21,21
2180,user356,Water,21,3
2181,user356,,13,0
2182,user356,Smoothie,9,1
2183,user356,Smoothie,10,8
2184,user356,Juice,11,11
2185,user356,Coffee,10,18
2186,user356,Water,19,11
2187,user356,Smoothie,17,1
2188,user356,,21,19
2189,user356,Coffee,15,3
2190,user483,Smoothie,10,11
2191,user483,Smoothie,11,23
2192,user483,Smoothie,17,1
2193,user483,Tea,17,13
2194,user483,Water,13,10
2195,user483,,21,4
2196,user483,,22,14
2197,user483,Juice,10,7
2198,user483,Coffee,10,5
2199,user483,Smoothie,21,5
2200,user94,Tea,11,21
2201,user94,Tea,10,3
2202,user94,Tea,12,19
2203,user94,Coffee,16,4
2204,user94,Water,22,23
2205,user94,Water,13,23
2206,user94,,22,19
2207,user94,,15,16
2208,user94,Coffee,14,6
2209,user94,Tea,13,6
2210,user155,,9,12
2211,user155,Smoothie,11,4
2212,user155,Coffee,10,21
2213,user155,Juice,21,22
2214,user155,Coffee,11,7
2215,user155,Coffee,10,20
2216,user155,Tea,14,16
2217,user155,Juice,12,6
2218,user155,Smoothie,11,9
2219,user155,Tea,19,5
2220,user376,,22,19
2221,user376,Coffee,10,1
2222,user376,Juice,15,3
2223,user376,Coffee,22,18
2224,user376,Tea,22,8
2225,user376,Coffee,9,16
2226,user376,Smoothie,14,11
2227,user376,Water,22,24
2228,user376,,10,16
2229,user376,Juice,22,6
2230,user57,Juice,13,0
2231,user57,Smoothie,11,23
2232,user57,,10,3
2233,user57,Smoothie,11,21
2234,user57,Water,19,25
2235,user57,Smoothie,14,1
2236,user57,Tea,14,24
2237,user57,Smoothie,19,4
2238,user57,Smoothie,10,5
2239,user57,Water,16,14
2240,user210,Tea,11,18
2241,user210,Juice,11,18
2242,user210,Coffee,19,18
2243,user210,Coffee,15,25
2244,user210,Smoothie,19,12
2245,user210,,14,21
2246,user210,Coffee,12,16
2247,user210,Tea,15,5
2248,user210,,11,4
2249,user210,Tea,19,5
2250,user476,Tea,15,4
2251,user476,Coffee,19,9
2252,user476,Smoothie,20,13
2253,user476,Juice,19,25
2254,user476,,10,9
2255,user476,Water,12,23
2256,user476,Juice,19,10
2257,user476,Tea,9,13
2258,user476,,18,10
2259,user476,,16,2
2260,user246,Juice,21,8
2261,user246,,11,25
2262,user246,Smoothie,18,9
2263,user246,,22,9
2264,user246,Water,11,22
2265,user246,Juice,18,9
2266,user246,Juice,10,24
2267,user246,Coffee,13,22
2268,user246,Juice,22,2
2269,user246,Juice,16,11
2270,user126,Water,17,8
2271,user126,Water,15,20
2272,user126,Tea,10,23
2273,user126,Coffee,13,22
2274,user126,Water,21,7
2275,user126,Tea,17,24
2276,user126,Tea,11,4
2277,user126,Tea,20,6
2278,user126,,18,22
2279,user126,Coffee,15,4
2280,user45,Tea,12,1
2281,user45,Water,20,12
2282,user45,Juice,18,24
2283,user45,Tea,17,5
2284,user45,Coffee,9,7
2285,user45,Smoothie,16,15
2286,user45,,15,25
2287,user45,Smoothie,10,18
2288,user45,,9,4
2289,user45,,20,14
2290,user339,Juice,15,8
2291,user339,,19,15
2292,user339,Water,19,13
2293,user339,,22,2
2294,user339,Smoothie,13,22
2295,user339,Juice,16,1
2296,user339,Juice,18,16
2297,user339,Smoothie,12,19
2298,user339,Water,15,2
2299,user339,Smoothie,9,17
2300,user228,Smoothie,16,23
2301,user228,Tea,15,2
2302,user228,Water,21,17
2303,user228,Smoothie,14,1
2304,user228,Water,20,6
2305,user228,Juice,18,18
2306,user228,Water,12,23
2307,user228,Coffee,15,6
2308,user228,Water,19,20
2309,user228,Tea,13,15
2310,user426,,17,11
2311,user426,Water,21,9
2312,user426,Coffee,13,16
2313,user426,Juice,14,9
2314,user426,,21,5
2315,user426,Smoothie,14,9
2316,user426,Tea,22,22
2317,user426,Smoothie,10,0
2318,user426,Tea,10,2
2319,user426,Tea,10,23
2320,user119,Juice,19,12
2321,user119,Juice,12,8
2322,user119,Juice,12,1
2323,user119,Juice,22,17
2324,user119,Tea,19,19
2325,user119,,22,2
2326,user119,Tea,20,1
2327,user119,Coffee,19,14
2328,user119,,15,5
2329,user119,,20,25
2330,user444,,14,14
2331,user444,Tea,17,4
2332,user444,Smoothie,13,0
2333,user444,Juice,12,19
2334,user444,Water,15,16
2335,user444,Water,22,16
2336,user444,Smoothie,14,21
2337,user444,Coffee,15,10
2338,user444,Juice,17,2
2339,user444,Smoothie,9,12
2340,user87,Smoothie,18,5
2341,user87,,19,8
2342,user87,Juice,17,11
2343,user87,Water,11,10
2344,user87,Juice,13,15
2345,user87,Tea,20,0
2346,user87,Coffee,22,12
2347,user87,Juice,19,13
2348,user87,Coffee,21,19
2349,user87,,19,5
2350,user187,,9,23
2351,user187,Smoothie,13,11
2352,user187,Juice,16,19
2353,user187,Tea,14,22
2354,user187,,18,12
2355,user187,,21,18
2356,user187,,14,23
2357,user187,Tea,16,23
2358,user187,Tea,22,10
2359,user187,Water,12,15
2360,user215,Coffee,11,3
2361,user215,Coffee,14,24
2362,user215,Tea,13,15
2363,user215,Tea,9,20
2364,user215,Smoothie,19,14
2365,user215,Smoothie,13,6
2366,user215,Water,20,21
2367,user215,Water,20,7
2368,user215,Coffee,15,14
2369,user215,Juice,17,1
2370,user228,,14,23
2371,user228,Water,14,11
2372,user228,Juice,18,23
2373,user228,,16,17
2374,user228,Coffee,10,25
2375,user228,Juice,17,0
2376,user228,Water,16,13
2377,user228,Water,22,22
2378,user228,Smoothie,9,2
2379,user228,Tea,15,10
2380,user21,Juice,10,23
2381,user21,Water,20,11
2382,user21,Tea,22,12
2383,user21,Smoothie,18,25
2384,user21,Coffee,16,9
2385,user21,Coffee,16,8
2386,user21,Coffee,22,9
2387,user21,Smoothie,13,0
2388,user21,Smoothie,21,9
2389,user21,Coffee,21,12
2390,user177,Coffee,12,6
2391,user177,Smoothie,15,10
2392,user177,Water,17,15
2393,user177,Juice,16,10
2394,user177,,14,7
2395,user177,Tea,19,8
2396,user177,Coffee,10,23
2397,user177,Coffee,15,13
2398,user177,Smoothie,13,5
2399,user177,Tea,20,20
2400,user196,Tea,14,18
2401,user196,Coffee,18,23
2402,user196,Smoothie,20,20
2403,user196,Water,12,15
2404,user196,Smoothie,19,7
2405,user196,Juice,10,19
2406,user196,Water,14,23
2407,user196,Juice,12,7
2408,user196,Coffee,14,1
2409,user196,Smoothie,19,18
2410,user222,,21,9
2411,user222,Tea,10,14
2412,user222,,13,23
2413,user222,,12,8
2414,user222,Juice,21,11
2415,user222,Smoothie,11,6
2416,user222,Water,19,10
2417,user222,Tea,18,5
2418,user222,Juice,16,20
2419,user222,Juice,12,9
2420,user124,Coffee,9,4
2421,user124,Tea,17,21
2422,user124,Tea,15,22
2423,user124,Tea,9,22
2424,user124,Tea,9,8
2425,user124,,21,24
2426,user124,,20,16
2427,user124,Juice,14,23
2428,user124,Juice,12,19
2429,user124,Coffee,15,18
2430,user438,Tea,17,9
2431,user438,,20,18
2432,user438,,10,17
2433,user438,,9,3
2434,user438,Water,20,20
2435,user438,Smoothie,16,15
2436,user438,Coffee,22,18
2437,user438,Water,21,14
2438,user438,Coffee,10,25
2439,user438,Water,14,1
2440,user231,Coffee,17,8
2441,user231,Juice,18,14
2442,user231,Water,11,19
2443,user231,Smoothie,21,13
2444,user231,Coffee,14,17
2445,user231,Juice,17,20
2446,user231,Juice,20,23
2447,user231,Tea,9,9
2448,user231,Water,12,1
2449,user231,Smoothie,14,8
2450,user18,Tea,19,0
2451,user18,,14,11
2452,user18,Juice,17,9
2453,user18,,21,5
2454,user18,Coffee,17,14
2455,user18,,20,7
2456,user18,,13,5
2457,user18,Tea,18,0
2458,user18,Juice,14,23
2459,user18,Tea,13,16
2460,user137,Tea,11,18
2461,user137,Coffee,21,1
2462,user137,Juice,9,25
2463,user137,Smoothie,19,2
2464,user137,Juice,21,22
2465,user137,Coffee,9,24
2466,user137,,20,23
2467,user137,Coffee,16,25
2468,user137,Juice,20,2
2469,user137,,9,23
2470,user7,Tea,18,19
2471,user7,Juice,14,23
2472,user7,,20,19
2473,user7,Smoothie,16,9
2474,user7,Juice,19,23
2475,user7,,18,0
2476,user7,Tea,14,1
2477,user7,,17,1
2478,user7,Coffee,22,23
2479,user7,Juice,20,14
2480,user330,,10,5
2481,user330,Tea,17,25
2482,user330,Juice,9,20
2483,user330,,14,15
2484,user330,Juice,21,3
2485,user330,Tea,13,5
2486,user330,,13,22
2487,user330,,17,15
2488,user330,Water,15,8
2489,user330,Juice,18,3
2490,user385,,10,14
2491,user385,Juice,10,11
2492,user385,Smoothie,11,24
2493,user385,Tea,10,21
2494,user385,Water,13,8
2495,user385,Tea,11,18
2496,user385,Tea,19,13
2497,user385,,9,7
2498,user385,Juice,9,12
2499,user385,Tea,19,25
2500,user298,Water,18,2
2501,user298,,15,5
2502,user298,Juice,21,22
2503,user298,Water,11,2
2504,user298,Tea,11,13
2505,user298,,15,24
2506,user298,Tea,14,12
2507,user298,Juice,22,0
2508,user298,Water,11,21
2509,user298,Tea,17,23
2510,user333,Juice,9,22
2511,user333,Tea,14,15
2512,user333,Water,14,25
2513,user333,Water,18,13
2514,user333,Smoothie,10,20
2515,user333,Juice,13,6
2516,user333,Water,18,5
2517,user333,Coffee,12,20
2518,user333,,20,14
2519,user333,Juice,11,19
2520,user347,,15,18
2521,user347,Coffee,18,2
2522,user347,Coffee,12,16
2523,user347,Juice,14,14
2524,user347,Water,15,23
2525,user347,Juice,12,3
2526,user347,Water,16,3
2527,user347,Coffee,15,21
2528,user347,,14,17
2529,user347,Tea,21,24
2530,user386,Tea,22,25
2531,user386,Juice,15,22
2532,user386,Juice,18,3
2533,user386,Water,13,5
2534,user386,,16,7
2535,user386,Juice,10,3
2536,user386,Water,18,21
2537,user386,Juice,21,3
2538,user386,Tea,17,18
2539,user386,Coffee,16,22
2540,user56,Coffee,19,23
2541,user56,Water,17,8
2542,user56,Smoothie,9,2
2543,user56,,22,13
2544,user56,Tea,20,22
2545,user56,Juice,22,14
2546,user56,Smoothie,15,1
2547,user56,Coffee,19,1
2548,user56,Coffee,14,12
2549,user56,,18,22
2550,user218,Juice,22,4
2551,user218,Tea,9,9
2552,user218,Coffee,19,8
2553,user218,Smoothie,14,6
2554,user218,Coffee,13,12
2555,user218,Tea,22,24
2556,user218,,13,22
2557,user218,Tea,17,18
2558,user218,Water,9,17
2559,user218,Smoothie,19,20
2560,user472,Juice,12,16
2561,user472,Tea,10,10
2562,user472,Coffee,16,15
2563,user472,,10,2
2564,user472,,11,16
2565,user472,Smoothie,15,12
2566,user472,Water,21,8
2567,user472,Smoothie,12,1
2568,user472,Coffee,17,8
2569,user472,Coffee,15,16
2570,user340,Coffee,20,6
2571,user340,,20,8
2572,user340,Coffee,17,6
2573,user340,Coffee,20,21
2574,user340,Tea,21,17
2575,user340,Juice,18,24
2576,user340,,20,22
2577,user340,,9,12
2578,user340,Coffee,10,8
2579,user340,Coffee,14,25
2580,user453,Smoothie,12,23
2581,user453,Tea,22,22
2582,user453,Coffee,19,24
2583,user453,Tea,21,6
2584,user453,,12,6
2585,user453,,20,3
2586,user453,Water,13,13
2587,user453,Smoothie,22,2
2588,user453,Coffee,18,18
2589,user453,,10,20
2590,user409,Coffee,22,2
2591,user409,Tea,9,18
2592,user409,Smoothie,18,15
2593,user409,Water,16,5
2594,user409,Tea,20,25
2595,user409,,9,6
2596,user409,Tea,17,5
2597,user409,Coffee,18,25
2598,user409,Tea,20,5
2599,user409,Juice,21,13
2600,user161,Juice,22,10
2601,user161,Juice,16,22
2602,user161,Smoothie,14,25
2603,user161,Juice,14,22
2604,user161,Tea,10,20
2605,user161,Coffee,17,3
2606,user161,Smoothie,20,1
2607,user161,,22,25
2608,user161,,21,13
2609,user161,,18,15
2610,user163,Tea,22,6
2611,user163,Smoothie,17,15
2612,user163,Coffee,16,1
2613,user163,Water,13,20
2614,user163,Coffee,16,5
2615,user163,Tea,16,10
2616,user163,Tea,12,9
2617,user163,,21,10
2618,user163,Smoothie,14,5
2619,user163,Water,14,16
2620,user251,Coffee,16,15
2621,user251,Water,19,6
2622,user251,Smoothie,22,21
2623,user251,Smoothie,18,19
2624,user251,Smoothie,16,21
2625,user251,Tea,15,20
2626,user251,Juice,14,18
2627,user251,Coffee,15,4
2628,user251,,10,14
2629,user251,Tea,12,22
2630,user24,Coffee,12,4
2631,user24,Water,19,11
2632,user24,Water,11,11
2633,user24,Juice,21,1
2634,user24,Water,14,12
2635,user24,Smoothie,10,17
2636,user24,Smoothie,20,1
2637,user24,Juice,13,7
2638,user24,Water,18,7
2639,user24,Smoothie,22,0
2640,user434,Coffee,19,3
2641,user434,Coffee,17,3
2642,user434,Juice,18,25
2643,user434,Smoothie,17,14
2644,user434,Water,14,23
2645,user434,Tea,20,20
2646,user434,Water,12,24
2647,user434,,16,20
2648,user434,Water,9,1
2649,user434,Juice,12,25
2650,user163,Smoothie,13,24
2651,user163,Coffee,16,4
2652,user163,,22,9
2653,user163,Tea,16,2
2654,user163,Water,15,8
2655,user163,,15,8
2656,user163,Water,16,13
2657,user163,Juice,13,19
2658,user163,Coffee,9,16
2659,user163,Water,10,1
2660,user345,Juice,18,20
2661,user345,Smoothie,14,21
2662,user345,,18,13
2663,user345,Smoothie,11,16
2664,user345,Tea,18,18
2665,user345,Tea,12,0
2666,user345,Water,15,3
2667,user345,Coffee,22,17
2668,user345,,13,0
2669,user345,Water,11,2
2670,user463,Smoothie,18,15
2671,user463,Juice,13,3
2672,user463,,17,1
2673,user463,Juice,14,25
2674,user463,Coffee,15,21
2675,user463,Smoothie,22,4
2676,user463,Coffee,13,10
2677,user463,Juice,9,9
2678,user463,Juice,22,7
2679,user463,Water,22,20
2680,user62,Smoothie,11,4
2681,user62,Tea,18,25
2682,user62,Juice,10,23
2683,user62,Water,14,12
2684,user62,Smoothie,17,23
2685,user62,Smoothie,18,11
2686,user62,Juice,11,18
2687,user62,Tea,12,17
2688,user62,Coffee,21,6
2689,user62,Tea,13,12
2690,user267,Juice,11,2
2691,user267,Juice,21,13
2692,user267,Coffee,16,10
2693,user267,Smoothie,12,1
2694,user267,Smoothie,10,22
2695,user267,Tea,19,20
2696,user267,,9,21
2697,user267,Juice,15,13
2698,user267,Tea,22,17
2699,user267,Juice,12,16
2700,user3,Coffee,17,7
2701,user3,Tea,10,10
2702,user3,Smoothie,14,8
2703,user3,Water,11,8
2704,user3,Smoothie,16,21
2705,user3,Smoothie,22,4
2706,user3,Tea,19,23
2707,user3,Coffee,10,8
2708,user3,Tea,19,1
2709,user3,Coffee,19,8
2710,user58,Smoothie,9,11
2711,user58,,13,22
2712,user58,,19,25
2713,user58,Smoothie,10,2
2714,user58,Smoothie,11,16
2715,user58,Water,10,3
2716,user58,Smoothie,17,7
2717,user58,Smoothie,14,20
2718,user58,Juice,13,4
2719,user58,Juice,13,7
2720,user132,Tea,12,13
2721,user132,Water,17,4
2722,user132,Juice,22,4
2723,user132,,15,0
2724,user132,,18,7
2725,user132,Coffee,17,3
2726,user132,Coffee,13,0
2727,user132,Smoothie,21,16
2728,user132,,12,5
2729,user132,Water,10,12
2730,user75,Smoothie,14,25
2731,user75,Tea,17,16
2732,user75,Juice,9,4
2733,user75,Smoothie,9,10
2734,user75,,15,15
2735,user75,Tea,20,0
2736,user75,Juice,12,15
2737,user75,,14,1
2738,user75,Coffee,19,14
2739,user75,Smoothie,9,24
2740,user308,Juice,13,16
2741,user308,Coffee,17,3
2742,user308,,16,18
2743,user308,Water,18,8
2744,user308,Juice,22,18
2745,user308,Juice,18,11
2746,user308,Water,19,7
2747,user308,Water,18,2
2748,user308,Coffee,10,20
2749,user308,Juice,17,6
2750,user85,Water,18,1
2751,user85,Juice,14,16
2752,user85,Tea,20,23
2753,user85,,15,2
2754,user85,Tea,12,18
2755,user85,Tea,17,24
2756,user85,Water,16,19
2757,user85,Coffee,15,8
2758,user85,Juice,15,19
2759,user85,Coffee,17,17
2760,user165,Juice,9,19
2761,user165,Water,21,8
2762,user165,,16,6
2763,user165,Water,21,6
2764,user165,Water,18,13
2765,user165,Smoothie,10,18
2766,user165,Coffee,18,4
2767,user165,Coffee,13,23
2768,user165,Smoothie,13,17
2769,user165,Water,22,1
2770,user159,,10,2
2771,user159,Smoothie,19,21
2772,user159,Coffee,21,14
2773,user159,Tea,22,12
2774,user159,Water,21,2
2775,user159,Coffee,20,0
2776,user159,,21,23
2777,user159,Tea,14,8
2778,user159,Smoothie,15,0
2779,user159,Juice,10,17
2780,user118,Juice,10,18
2781,user118,Coffee,12,22
2782,user118,Water,21,15
2783,user118,Smoothie,19,25
2784,user118,,11,22
2785,user118,,14,19
2786,user118,Water,14,24
2787,user118,Water,13,8
2788,user118,Smoothie,21,5
2789,user118,Water,20,15
2790,user266,Coffee,10,21
2791,user266,Smoothie,20,23
2792,user266,Water,19,20
2793,user266,Smoothie,13,17
2794,user266,Juice,21,18
2795,user266,Water,18,9
2796,user266,Tea,10,25
2797,user266,,16,7
2798,user266,Coffee,13,9
2799,user266,Tea,10,7
2800,user470,Smoothie,17,15
2801,user470,Water,17,2
2802,user470,Coffee,17,10
2803,user470,Water,20,2
2804,user470,Coffee,19,7
2805,user470,Juice,19,10
2806,user470,Smoothie,13,0
2807,user470,Coffee,16,12
2808,user470,Coffee,9,12
2809,user470,Water,9,12
2810,user476,Juice,10,4
2811,user476,,20,24
2812,user476,Water,13,16
2813,user476,Smoothie,15,14
2814,user476,Tea,9,16
2815,user476,,9,7
2816,user476,Coffee,20,17
2817,user476,Tea,15,23
2818,user476,Tea,14,17
2819,user476,Coffee,16,4
2820,user460,Coffee,10,16
2821,user460,Juice,19,0
2822,user460,Coffee,21,7
2823,user460,Juice,16,19
2824,user460,Tea,20,12
2825,user460,Water,15,16
2826,user460,Juice,15,5
2827,user460,Smoothie,14,22
2828,user460,Tea,22,19
2829,user460,Juice,21,20
2830,user100,Juice,12,7
2831,user100,,17,24
2832,user100,Coffee,10,6
2833,user100,Water,19,12
2834,user100,Juice,19,25
2835,user100,Water,11,19
2836,user100,Water,20,22
2837,user100,,22,0
2838,user100,,21,6
2839,user100,Tea,16,18
2840,user18,Coffee,14,3
2841,user18,Coffee,10,1
2842,user18,Tea,20,10
2843,user18,Coffee,12,0
2844,user18,Tea,15,21
2845,user18,Coffee,18,25
2846,user18,Water,20,1
2847,user18,Juice,13,18
2848,user18,Water,16,11
2849,user18,Juice,15,17
2850,user275,Tea,18,24
2851,user275,Juice,19,14
2852,user275,Water,20,9
2853,user275,Juice,19,23
2854,user275,Tea,21,5
2855,user275,Water,17,11
2856,user275,Juice,18,5
2857,user275,Smoothie,18,8
2858,user275,,16,7
2859,user275,Tea,14,19
2860,user275,Coffee,15,20
2861,user275,Juice,11,1
2862,user275,,12,25
2863,user275,Juice,16,23
2864,user275,Water,14,25
2865,user275,Coffee,17,21
2866,user275,,10,6
2867,user275,Water,21,22
2868,user275,Juice,21,2
2869,user275,Smoothie,21,23
2870,user75,Coffee,18,23
2871,user75,,22,8
2872,user75,Water,17,12
2873,user75,,12,11
2874,user75,Coffee,17,22
2875,user75,Smoothie,12,2
2876,user75,,20,16
2877,user75,Water,10,20
2878,user75,,9,24
2879,user75,Juice,11,19
2880,user60,Coffee,20,3
2881,user60,Coffee,11,6
2882,user60,,16,4
2883,user60,Smoothie,9,8
2884,user60,,18,2
2885,user60,,10,24
2886,user60,Juice,11,5
2887,user60,Water,9,10
2888,user60,Tea,14,15
2889,user60,Tea,22,7
2890,user432,Smoothie,17,17
2891,user432,Juice,10,18
2892,user432,,11,3
2893,user432,Juice,15,6
2894,user432,Coffee,17,15
2895,user432,Smoothie,13,4
2896,user432,Coffee,21,16
2897,user432,Smoothie,13,13
2898,user432,,10,20
2899,user432,Juice,18,5
2900,user228,,10,10
2901,user228,Smoothie,14,5
2902,user228,Smoothie,19,9
2903,user228,Coffee,13,5
2904,user228,Coffee,18,20
2905,user228,Juice,15,13
2906,user228,,9,8
2907,user228,Water,21,23
2908,user228,Coffee,18,16
2909,user228,Coffee,16,6
2910,user133,Coffee,14,6
2911,user133,Water,22,21
2912,user133,,16,24
2913,user133,Smoothie,17,25
2914,user133,Tea,11,0
2915,user133,Smoothie,20,0
2916,user133,Tea,15,6
2917,user133,Coffee,22,13
2918,user133,Water,15,12
2919,user133,Tea,18,0
2920,user358,Juice,16,13
2921,user358,Coffee,22,21
2922,user358,Coffee,17,6
2923,user358,,19,5
2924,user358,Tea,11,10
2925,user358,,15,15
2926,user358,Tea,19,5
2927,user358,Coffee,16,14
2928,user358,Coffee,21,2
2929,user358,Tea,18,3
2930,user215,Juice,15,7
2931,user215,Tea,20,1
2932,user215,Juice,13,8
2933,user215,Juice,9,9
2934,user215,Tea,21,12
2935,user215,Coffee,14,21
2936,user215,Tea,12,4
2937,user215,Coffee,15,4
2938,user215,Coffee,14,3
2939,user215,,13,14
2940,user115,Water,21,18
2941,user115,Smoothie,15,15
2942,user115,Water,13,18
2943,user115,,12,3
2944,user115,Juice,17,13
2945,user115,Juice,22,19
2946,user115,Juice,18,9
2947,user115,Tea,16,24
2948,user115,Smoothie,15,16
2949,user115,Water,21,14
2950,user403,Coffee,20,5
2951,user403,Juice,22,0
2952,user403,Coffee,17,25
2953,user403,Water,14,11
2954,user403,Coffee,13,0
2955,user403,Smoothie,21,21
2956,user403,Juice,15,17
2957,user403,Smoothie,20,19
2958,user403,Water,13,23
2959,user403,Coffee,17,3
2960,user155,Juice,21,17
2961,user155,Smoothie,20,0
2962,user155,Smoothie,20,21
2963,user155,Tea,9,8
2964,user155,Smoothie,9,5
2965,user155,Coffee,10,5
2966,user155,,17,14
2967,user155,Smoothie,12,19
2968,user155,Smoothie,16,25
2969,user155,Coffee,18,25
2970,user109,Water,11,17
2971,user109,Juice,20,5
2972,user109,Juice,20,24
2973,user109,Coffee,12,3
2974,user109,Coffee,20,11
2975,user109,Water,18,14
2976,user109,Coffee,22,12
2977,user109,Smoothie,21,0
2978,user109,Water,16,19
2979,user109,Tea,21,16
2980,user172,Water,16,9
2981,user172,Juice,17,12
2982,user172,Tea,20,19
2983,user172,,22,17
2984,user172,,10,21
2985,user172,Juice,10,25
2986,user172,,9,8
2987,user172,Coffee,10,3
2988,user172,Coffee,17,24
2989,user172,Smoothie,16,20
2990,user157,,13,14
2991,user157,Tea,16,12
2992,user157,Juice,16,22
2993,user157,Water,13,8
2994,user157,Smoothie,13,21
2995,user157,Smoothie,12,20
2996,user157,Coffee,14,19
2997,user157,Smoothie,17,9
2998,user157,Smoothie,21,0
2999,user157,Coffee,17,10
3000,user298,Juice,17,22
3001,user298,Coffee,20,0
3002,user298,Water,9,7
3003,user298,Smoothie,12,8
3004,user298,Smoothie,22,24
3005,user298,Smoothie,21,25
3006,user298,Coffee,22,15
3007,user298,,15,25
3008,user298,Water,21,14
3009,user298,Juice,21,3
3010,user251,Juice,9,18
3011,user251,Tea,18,11
3012,user251,,22,6
3013,user251,Smoothie,15,13
3014,user251,Coffee,17,8
3015,user251,Coffee,20,15
3016,user251,Tea,17,8
3017,user251,Water,22,2
3018,user251,Water,18,1
3019,user251,Coffee,13,15
3020,user259,Juice,18,22
3021,user259,Tea,18,21
3022,user259,Tea,12,2
3023,user259,Juice,13,8
3024,user259,Juice,10,16
3025,user259,Coffee,18,16
3026,user259,Juice,13,19
3027,user259,Coffee,18,9
3028,user259,Tea,18,8
3029,user259,Water,9,2
3030,user407,Water,14,25
3031,user407,Smoothie,9,10
3032,user407,Water,19,4
3033,user407,,22,9
3034,user407,Smoothie,12,25
3035,user407,Juice,15,15
3036,user407,Smoothie,15,17
3037,user407,Juice,17,11
3038,user407,Tea,13,5
3039,user407,Tea,16,19
3040,user42,Smoothie,10,24
3041,user42,Coffee,12,21
3042,user42,Smoothie,11,22
3043,user42,,22,4
3044,user42,,19,17
3045,user42,Coffee,16,19
3046,user42,Tea,16,25
3047,user42,Coffee,9,17
3048,user42,Water,19,2
3049,user42,Smoothie,12,8
3050,user303,Juice,11,22
3051,user303,Coffee,14,15
3052,user303,,12,10
3053,user303,Water,15,22
3054,user303,,14,16
3055,user303,Juice,21,11
3056,user303,Smoothie,12,9
3057,user303,,14,25
3058,user303,Tea,11,17
3059,user303,,21,2
3060,user348,Coffee,19,9
3061,user348,Coffee,13,4
3062,user348,Tea,17,11
3063,user348,Coffee,11,1
3064,user348,Coffee,22,19
3065,user348,Tea,16,8
3066,user348,,21,24
3067,user348,Smoothie,10,3
3068,user348,Water,17,11
3069,user348,Smoothie,22,17
3070,user175,,18,11
3071,user175,Coffee,14,10
3072,user175,,21,17
3073,user175,Smoothie,13,0
3074,user175,Water,14,22
3075,user175,Tea,13,24
3076,user175,Water,19,15
3077,user175,Water,14,3
3078,user175,Smoothie,14,22
3079,user175,Water,14,2
3080,user96,Tea,20,21
3081,user96,Smoothie,13,18
3082,user96,Juice,13,6
3083,user96,Juice,14,25
3084,user96,Juice,11,0
3085,user96,Tea,17,19
3086,user96,Water,12,19
3087,user96,Juice,19,23
3088,user96,,19,23
3089,user96,Tea,11,18
3090,user436,,22,11
3091,user436,Juice,18,16
3092,user436,Juice,14,5
3093,user436,,14,15
3094,user436,Smoothie,15,25
3095,user436,,15,16
3096,user436,Coffee,18,19
3097,user436,,22,21
3098,user436,Juice,18,11
3099,user436,,15,18
3100,user329,Tea,19,8
3101,user329,Water,14,13
3102,user329,Smoothie,18,19
3103,user329,Coffee,11,14
3104,user329,Tea,14,3
3105,user329,Water,9,18
3106,user329,Smoothie,11,7
3107,user329,Juice,9,0
3108,user329,Tea,12,16
3109,user329,Smoothie,10,12
3110,user455,Coffee,16,7
3111,user455,Tea,19,23
3112,user455,Smoothie,20,1
3113,user455,Smoothie,16,6
3114,user455,Water,14,11
3115,user455,Tea,12,25
3116,user455,Water,18,4
3117,user455,Juice,16,4
3118,user455,Coffee,13,0
3119,user455,Water,15,9
3120,user307,Juice,14,14
3121,user307,Juice,17,0
3122,user307,Smoothie,14,13
3123,user307,Juice,17,4
3124,user307,Juice,16,2
3125,user307,Coffee,17,9
3126,user307,Smoothie,15,20
3127,user307,Water,9,12
3128,user307,Coffee,15,18
3129,user307,Juice,9,2
3130,user143,Coffee,11,11
